Date,Traffic_Total(TB),Lower_Bound,Upper_Bound
2025-10-23,263.5739864647838,237.2165878183054,289.9313851112622
2025-10-24,285.2721224124321,256.7449101711889,313.7993346536754
2025-10-25,281.13139653187255,253.0182568786853,309.2445361850598
2025-10-26,291.3627477401052,262.22647296609466,320.4990225141157
2025-10-27,261.6435226568443,235.4791703911599,287.80787492252875
2025-10-28,261.04885152358196,234.94396637122378,287.1537366759402
2025-10-29,261.8954136918766,235.70587232268898,288.0849550610643
2025-10-30,253.39695376672054,228.0572583900485,278.73664914339264
2025-10-31,274.6354420229424,247.17189782064818,302.0989862252367
2025-11-01,272.95228222741457,245.6570540046731,300.247510450156
2025-11-02,277.292485474004,249.56323692660362,305.0217340214044
2025-11-03,264.695832834541,238.22624955108694,291.16541611799516
2025-11-04,272.3125988591064,245.08133897319576,299.5438587450171
2025-11-05,267.0099904863052,240.30899143767468,293.7109895349357
2025-11-06,258.5760825695899,232.71847431263092,284.4336908265489
2025-11-07,269.5249267794196,242.57243410147765,296.4774194573616
2025-11-08,276.32604919184416,248.69344427265975,303.9586541110286
2025-11-09,266.43149458139254,239.7883451232533,293.07464403953185
2025-11-10,269.373306591552,242.43597593239681,296.31063725070726
2025-11-11,265.539606178926,238.98564556103344,292.09356679681866
2025-11-12,256.55516535522025,230.89964881969823,282.2106818907423
2025-11-13,249.69188469924694,224.72269622932225,274.66107316917163
2025-11-14,278.01058269859243,250.2095244287332,305.8116409684517
2025-11-15,269.97459585327687,242.9771362679492,296.97205543860457
2025-11-16,276.4767780595047,248.82910025355423,304.12445586545516
2025-11-17,248.62183788281118,223.75965409453008,273.4840216710923
2025-11-18,253.30302658168367,227.9727239235153,278.63332923985206
2025-11-19,255.96834302828094,230.37150872545286,281.56517733110906
2025-11-20,255.746741886085,230.1720676974765,281.3214160746935
2025-11-21,265.5294391144627,238.97649520301644,292.082383025909
2025-11-22,270.54085376278374,243.48676838650536,297.59493913906215
2025-11-23,261.48443436602713,235.3359909294244,287.6328778026299
2025-11-24,253.04469306354721,227.7402237571925,278.34916236990193
2025-11-25,253.94197745249917,228.54777970724925,279.3361751977491
2025-11-26,255.49965239583358,229.94968715625023,281.04961763541695
2025-11-27,256.05593418416294,230.45034076574666,281.66152760257927
2025-11-28,258.9605450212994,233.06449051916948,284.8565995234294
2025-11-29,256.4533399888437,230.80800598995936,282.0986739877281
2025-11-30,270.1341961347383,243.1207765212645,297.14761574821216
2025-12-01,252.3898402379227,227.15085621413044,277.628824261715
2025-12-02,246.54187189220946,221.8876847029885,271.1960590814304
2025-12-03,257.6050125408275,231.84451128674473,283.36551379491027
2025-12-04,249.99598087568697,224.99638278811827,274.9955789632557
2025-12-05,267.3058464112854,240.57526177015689,294.036431052414
2025-12-06,261.31237602416405,235.18113842174765,287.4436136265805
2025-12-07,270.74619059670675,243.67157153703607,297.82080965637743
2025-12-08,256.3748479753802,230.73736317784218,282.0123327729182
2025-12-09,246.01366713266623,221.4123004193996,270.6150338459329
2025-12-10,251.60579937822735,226.44521944040463,276.7663793160501
2025-12-11,249.55518676185088,224.5996680856658,274.510705438036
2025-12-12,264.96930384348354,238.47237345913518,291.46623422783193
2025-12-13,253.04281455567303,227.73853310010574,278.34709601124035
2025-12-14,260.6867355877761,234.6180620289985,286.75540914655375
2025-12-15,249.81431835511492,224.83288651960342,274.79575019062645
2025-12-16,235.6111966372364,212.05007697351274,259.17231630096006
2025-12-17,237.997310066069,214.1975790594621,261.79704107267594
2025-12-18,233.40706126628052,210.06635513965247,256.7477673929086
2025-12-19,253.7324635951272,228.3592172356145,279.10570995463996
2025-12-20,258.0641725285339,232.25775527568052,283.8705897813873
2025-12-21,261.400276956705,235.26024926103452,287.54030465237554
2025-12-22,241.94990655999345,217.75491590399412,266.14489721599284
2025-12-23,249.01209856961265,224.1108887126514,273.9133084265739
2025-12-24,234.0777976146596,210.67001785319366,257.4855773761256
2025-12-25,258.5531072590621,232.69779653315587,284.4084179849683
2025-12-26,285.2484492336922,256.723604310323,313.77329415706146
2025-12-27,285.18800596840913,256.66920537156824,313.7068065652501
2025-12-28,294.2673962556983,264.8406566301285,323.69413588126815
2025-12-29,286.8940891707794,258.2046802537015,315.5834980878574
2025-12-30,266.4226008561901,239.78034077057112,293.0648609418092
2025-12-31,266.41499804807665,239.773498243269,293.0564978528843
2026-01-01,240.4210358234228,216.37893224108055,264.4631394057651
2026-01-02,250.38539714196887,225.346857427772,275.42393685616577
2026-01-03,243.74928554415112,219.37435698973601,268.12421409856626
2026-01-04,245.31114211031834,220.78002789928652,269.8422563213502
2026-01-05,230.51519552705648,207.46367597435082,253.56671507976213
